County Code,Precinct Number,Republican Party of Florida,Florida Democratic Party,Other,Total
MAN,315,"1,744","1,084","1,057","3,885"
MAN,317,"2,097","1,131","1,017","4,245"
MAN,321,298,149,82,529
MAN,323,"1,900","1,374","1,235","4,509"
MAN,325,"1,536","1,033",816,"3,385"
MAN,327,"2,112","1,518","1,337","4,967"
MAN,329,"1,655","1,661","1,384","4,700"
MAN,331,"1,008",688,674,"2,370"
MAN,333,"2,682","1,654","1,518","5,854"
MAN,401,961,"1,390","1,171","3,522"
MAN,403,"1,262","1,415","1,153","3,830"
MAN,405,340,249,189,778
MAN,407,520,342,244,"1,106"
MAN,409,"1,330","1,113",938,"3,381"
MAN,411,"1,083","1,351","1,066","3,500"
MAN,413,"1,413","1,273","1,117","3,803"
MAN,415,"1,504","2,429","1,601","5,534"
MAN,417,"2,370","1,770","1,543","5,683"
MAN,419,"2,000","1,647","1,391","5,038"
MAN,421,942,770,684,"2,396"
MAN,501,"3,401","2,154","2,066","7,621"
MAN,503,"2,162","1,345","1,294","4,801"
MAN,505,"2,215","1,531","1,276","5,022"
MAN,507,"1,635","1,442","1,132","4,209"
MAN,509,"1,949",939,"1,000","3,888"
MAN,511,"1,996","1,088","1,008","4,092"
MAN,513,"1,348",791,706,"2,845"
MAN,515,"2,401","1,291","1,317","5,009"
MAN,517,"3,163","1,616","1,516","6,295"
MAN,519,"3,114","1,464","1,676","6,254"
MAN,521,"2,552",997,"1,085","4,634"
MAN,523,"2,149","1,172","1,093","4,414"
MAN,525,"2,130",674,800,"3,604"
MAN,527,"1,181",417,532,"2,130"
MON,1,436,509,379,"1,324"
MON,10,393,866,580,"1,839"
MON,11,874,"1,064",848,"2,786"
MON,12,725,597,643,"1,965"
MON,13,610,524,444,"1,578"
MON,14,722,372,435,"1,529"
MON,15,"1,046",532,612,"2,190"
MON,16,763,468,499,"1,730"
MON,17,583,405,404,"1,392"
MON,18,444,333,371,"1,148"
MON,19,929,523,549,"2,001"
MON,2,513,704,529,"1,746"
MON,20,586,307,335,"1,228"
MON,21,511,233,295,"1,039"
MON,22,452,138,162,752
MON,23,620,306,336,"1,262"
MON,24,855,341,396,"1,592"
MON,25,793,388,409,"1,590"
MON,26,"1,020",454,517,"1,991"
MON,27,658,452,372,"1,482"
MON,28,652,409,370,"1,431"
MON,29,"1,087",670,586,"2,343"
MON,3,390,618,398,"1,406"
MON,30,526,527,384,"1,437"
MON,31,533,372,382,"1,287"
MON,32,894,562,588,"2,044"
MON,33,875,159,205,"1,239"
MON,4,136,659,280,"1,075"
MON,5,912,"1,159",996,"3,067"
MON,6,306,761,447,"1,514"
MON,7,284,500,387,"1,171"
MON,8,394,840,513,"1,747"
MON,9,566,806,572,"1,944"
MRN,1,533,296,225,"1,054"
MRN,2,51,769,134,954
MRN,3,"1,206",959,664,"2,829"
MRN,4,"1,650","1,546",988,"4,184"
MRN,5,"1,210",428,226,"1,864"
MRN,6,"1,274",863,622,"2,759"
MRN,7,"1,127",883,827,"2,837"
MRN,8,528,880,466,"1,874"
MRN,9,230,"1,675",467,"2,372"
MRN,10,184,976,242,"1,402"
MRN,11,227,616,252,"1,095"
MRN,12,"1,018",816,610,"2,444"
MRN,13,179,137,92,408
MRN,14,"2,041",745,594,"3,380"
MRN,15,"1,095",632,438,"2,165"
MRN,16,"1,196",469,354,"2,019"
MRN,17,853,469,361,"1,683"
MRN,18,"1,515","1,311",978,"3,804"
MRN,19,644,579,418,"1,641"
MRN,40,"1,291",956,848,"3,095"
MRN,50,622,438,293,"1,353"
MRN,60,173,99,88,360
MRN,70,94,184,41,319
MRN,1500,281,136,127,544
MRN,1510,486,256,241,983
MRN,1520,835,432,441,"1,708"
MRN,1530,973,453,357,"1,783"
MRN,1540,987,449,481,"1,917"
MRN,1550,"1,576",794,568,"2,938"
MRN,1560,866,525,563,"1,954"
MRN,1570,"1,290",591,496,"2,377"
MRN,1580,810,631,366,"1,807"
MRN,1590,"1,057",638,450,"2,145"
MRN,1600,"1,196",762,540,"2,498"
MRN,1610,"1,472",898,563,"2,933"
MRN,2500,684,463,296,"1,443"
MRN,2510,233,202,114,549
MRN,2520,755,718,342,"1,815"
MRN,2530,475,875,272,"1,622"
MRN,2540,461,457,217,"1,135"
MRN,2550,854,412,283,"1,549"
MRN,2551,509,283,216,"1,008"
MRN,2560,431,410,202,"1,043"
MRN,2570,912,"1,225",673,"2,810"
MRN,2580,589,442,239,"1,270"
MRN,2590,322,537,214,"1,073"
MRN,2600,"1,823","1,303","1,046","4,172"
MRN,2610,859,406,306,"1,571"
MRN,2620,147,129,92,368
MRN,2621,5,10,8,23
MRN,2630,89,440,135,664
MRN,3510,823,484,519,"1,826"
MRN,3520,973,513,478,"1,964"
MRN,3530,"1,832",771,682,"3,285"
MRN,3540,"1,092",611,520,"2,223"
MRN,3550,"1,137",518,411,"2,066"
MRN,3551,951,432,364,"1,747"
MRN,3552,917,424,410,"1,751"
MRN,3553,"1,262",486,407,"2,155"
MRN,3560,649,383,333,"1,365"
MRN,3570,"1,234",784,740,"2,758"
MRN,3580,"1,721","1,022",936,"3,679"
MRN,3590,"1,090",664,567,"2,321"
MRN,3600,840,530,450,"1,820"
MRN,3610,370,289,232,891
MRN,3620,922,499,411,"1,832"
MRN,3621,858,367,344,"1,569"
MRN,3622,997,424,319,"1,740"
MRN,3630,"1,014",621,592,"2,227"
MRN,3640,961,432,465,"1,858"
MRN,3650,851,471,521,"1,843"
MRN,3660,885,691,516,"2,092"
MRN,3670,"1,537","2,512","1,305","5,354"
MRN,3680,519,690,374,"1,583"
MRN,3690,"1,489","1,431",910,"3,830"
MRN,3700,648,"1,376",714,"2,738"
MRN,3710,"1,399","1,234",865,"3,498"
MRN,3720,548,304,230,"1,082"
MRN,3721,44,62,38,144
MRN,3730,996,794,689,"2,479"
MRN,3740,971,509,427,"1,907"
MRN,3750,"1,306",599,475,"2,380"
MRN,3760,990,525,439,"1,954"
MRN,3770,952,549,588,"2,089"
MRN,3780,"2,085",828,705,"3,618"
MRN,3790,407,210,182,799
MRN,3800,842,620,427,"1,889"
MRN,3810,997,625,442,"2,064"
MRN,3820,715,370,255,"1,340"
MRN,3830,568,369,279,"1,216"
MRN,3840,"1,197",583,448,"2,228"
MRN,4500,945,653,409,"2,007"
MRN,4510,"1,415",730,554,"2,699"
MRN,4520,"1,401",807,659,"2,867"
MRN,4521,76,30,36,142
MRN,4530,516,287,197,"1,000"
MRN,4540,450,310,334,"1,094"
MRN,4550,462,"1,123",490,"2,075"
MRN,4560,577,"1,349",575,"2,501"
MRN,4570,926,408,397,"1,731"
MRN,4580,749,"1,559",740,"3,048"
MRN,4590,750,"1,815",899,"3,464"
MRN,4600,515,382,256,"1,153"
MRN,4610,"1,122",736,566,"2,424"
MRN,4620,"1,330",699,552,"2,581"
MRN,4630,446,318,204,968
MRN,4640,"1,183","1,167",695,"3,045"
MRN,4650,861,572,379,"1,812"
MRN,4651,"2,299","1,279",937,"4,515"
MRN,4652,471,267,208,946
MRN,4653,307,194,123,624
MRN,4654,"1,563",692,699,"2,954"
MRN,4660,"1,048",802,559,"2,409"
MRN,4670,"1,347","1,218",824,"3,389"
MRN,4680,877,596,532,"2,005"
MRN,4690,"1,138",888,649,"2,675"
MRN,4700,354,184,152,690
MRN,4710,"1,552","1,007",866,"3,425"
MRN,4720,399,403,233,"1,035"
MRN,4730,493,354,317,"1,164"
MRN,4740,480,247,200,927
MRN,4750,978,699,514,"2,191"
MRN,4760,347,289,178,814
MRN,4770,846,294,276,"1,416"
MRN,4771,277,116,104,497
MRT,1,"1,537",766,760,"3,063"
MRT,2,"2,880","1,586","1,651","6,117"
MRT,3,"2,240","1,225","1,307","4,772"
MRT,4,"1,408",904,877,"3,189"
MRT,5,826,385,310,"1,521"
MRT,6,"2,361","1,571","1,542","5,474"
MRT,7,"2,681","1,762","1,399","5,842"
MRT,8,587,897,420,"1,904"
MRT,9,"1,456",432,545,"2,433"
MRT,10,"1,120",342,358,"1,820"
MRT,11,"1,391",984,"1,045","3,420"
MRT,12,"3,038","1,461","1,471","5,970"
MRT,13,"2,824","1,082","1,173","5,079"
MRT,14,"1,787","1,363","1,074","4,224"
MRT,15,"1,588",732,748,"3,068"
MRT,16,422,461,388,"1,271"
MRT,17,"1,822",595,689,"3,106"
MRT,18,"2,386","1,315","1,463","5,164"
MRT,19,"2,649","1,508","1,503","5,660"
MRT,20,"1,270",691,684,"2,645"
MRT,21,"3,031","1,075","1,346","5,452"
MRT,22,"1,616",675,741,"3,032"
MRT,23,"2,589","1,248","1,303","5,140"
MRT,24,"2,345",869,908,"4,122"
MRT,25,"3,105","1,233","1,382","5,720"
MRT,26,"3,091","1,221","1,161","5,473"
MRT,27,"3,028","1,059","1,205","5,292"
MRT,28,468,53,113,634
MRT,29,"1,152",873,772,"2,797"
MRT,30,59,491,178,728
NAS,101,991,"1,243",582,"2,816"
NAS,102,"3,329","1,629","1,454","6,412"
NAS,201,"3,248","1,357","1,382","5,987"
NAS,202,"2,732",747,900,"4,379"
NAS,203,"2,006",861,896,"3,763"
NAS,204,"3,627","1,275","1,448","6,350"
NAS,301,"2,147",834,793,"3,774"
NAS,302,"2,894","1,182","1,229","5,305"
NAS,303,"2,587","1,126",976,"4,689"
NAS,401,"3,772","1,130","1,071","5,973"
NAS,402,989,198,198,"1,385"
NAS,403,"2,008",423,399,"2,830"
NAS,501,"1,461",702,741,"2,904"
NAS,503,"4,003","1,149","1,007","6,159"
NAS,504,"2,645",655,772,"4,072"
OKA,1,"1,718",308,324,"2,350"
OKA,2,461,108,81,650
OKA,3,861,191,225,"1,277"
OKA,4,844,213,231,"1,288"
OKA,5,680,202,188,"1,070"
OKA,6,"2,306",559,678,"3,543"
OKA,7,987,275,372,"1,634"
OKA,8,"2,444",895,899,"4,238"
OKA,9,"2,395",785,904,"4,084"
OKA,10,"3,047","1,400","1,715","6,162"
OKA,11,"4,441","1,912","2,526","8,879"
OKA,12,220,473,202,895
OKA,13,"2,208",746,810,"3,764"
OKA,14,"1,701",528,669,"2,898"
OKA,15,"1,719",520,739,"2,978"
OKA,16,"1,575",587,707,"2,869"
OKA,17,"1,472",869,959,"3,300"
OKA,18,"1,243",569,671,"2,483"
OKA,19,734,514,511,"1,759"
OKA,20,"1,513",410,560,"2,483"
OKA,21,"1,459",549,592,"2,600"
OKA,22,"1,015",573,532,"2,120"
OKA,23,297,142,284,723
OKA,24,"1,342",796,752,"2,890"
OKA,25,"1,092",344,430,"1,866"
OKA,26,"1,809",332,494,"2,635"
OKA,27,145,55,94,294
OKA,28,201,58,65,324
OKA,29,"1,330",340,426,"2,096"
OKA,30,893,249,422,"1,564"
OKA,31,"1,375",326,345,"2,046"
OKA,32,"1,482",446,520,"2,448"
OKA,33,"3,336",514,816,"4,666"
OKA,34,"1,783",827,"1,031","3,641"
OKA,35,"2,117",463,791,"3,371"
OKA,36,"1,796",347,523,"2,666"
OKA,37,"1,858",373,560,"2,791"
OKA,38,"1,210",471,560,"2,241"
OKA,39,"1,105",538,556,"2,199"
OKA,40,"2,034",353,571,"2,958"
OKA,41,840,268,277,"1,385"
OKA,42,975,699,615,"2,289"
OKA,43,"1,319",404,536,"2,259"
OKA,44,983,354,533,"1,870"
OKA,45,"2,227",929,"1,106","4,262"
OKA,46,"2,950",606,"1,014","4,570"
OKA,47,978,396,655,"2,029"
OKA,48,75,35,11,121
OKA,49,"2,270",376,649,"3,295"
OKA,50,"2,071",391,693,"3,155"
OKA,51,"1,170",275,389,"1,834"
OKA,52,"2,136",737,878,"3,751"
OKE,1,762,470,289,"1,521"
OKE,2,373,209,178,760
OKE,3,"1,273",731,295,"2,299"
OKE,4,826,"1,180",751,"2,757"
OKE,5,668,508,276,"1,452"
OKE,6,"1,264","1,199",595,"3,058"
OKE,7,490,578,234,"1,302"
OKE,8,"1,544","1,126",708,"3,378"
OKE,9,724,593,429,"1,746"
OKE,10,574,310,271,"1,155"
OKE,11,544,400,180,"1,124"
ORA,101,"1,096","1,763","1,409","4,268"
ORA,102,774,"1,121",873,"2,768"
ORA,103,900,856,799,"2,555"
ORA,104,"1,221","1,693","1,256","4,170"
ORA,105,458,"1,471",786,"2,715"
ORA,106,"1,504","1,174",948,"3,626"
ORA,107,"1,492",795,733,"3,020"
ORA,108,"1,323","1,535","1,287","4,145"
ORA,109,"1,861","1,950","1,549","5,360"
ORA,110,"1,462","1,148","1,091","3,701"
ORA,111,"1,564",703,801,"3,068"
ORA,112,"1,183",711,768,"2,662"
ORA,113,"1,474","1,308","1,253","4,035"
ORA,114,689,"1,147",994,"2,830"
ORA,115,"1,302","1,261","1,192","3,755"
ORA,116,"1,047","1,003","1,078","3,128"
ORA,117,773,"1,284","1,108","3,165"
ORA,118,885,"1,055",986,"2,926"
ORA,119,983,"1,356","1,343","3,682"
ORA,120,947,"1,022","1,012","2,981"
ORA,121,776,"1,315","1,130","3,221"
ORA,122,618,"1,120",970,"2,708"
ORA,123,772,868,939,"2,579"
ORA,124,"1,011","2,209","2,189","5,409"
ORA,125,"1,394","1,112","1,147","3,653"
ORA,126,771,693,723,"2,187"
ORA,127,963,563,670,"2,196"
ORA,128,"1,617",970,995,"3,582"
ORA,129,"1,824",529,619,"2,972"
ORA,130,"2,279","1,131","1,347","4,757"
ORA,131,"1,632","1,621","1,470","4,723"
ORA,132,"1,751","1,477","1,217","4,445"
ORA,133,"1,452","1,236","1,234","3,922"
ORA,134,"1,570","1,224","1,347","4,141"
ORA,135,"1,630","1,406","1,576","4,612"
ORA,136,"1,066",681,627,"2,374"
ORA,137,501,"1,069",890,"2,460"
ORA,138,"1,273",712,790,"2,775"
ORA,139,"2,266","2,092","2,102","6,460"
ORA,140,"1,398","1,482","1,523","4,403"
ORA,141,"1,826","2,078","2,082","5,986"
ORA,201,829,326,244,"1,399"
ORA,202,722,694,484,"1,900"
ORA,203,244,"1,201",491,"1,936"
ORA,204,70,"1,302",300,"1,672"
ORA,205,111,119,103,333
ORA,206,636,"1,314",794,"2,744"
ORA,207,841,"1,532","1,087","3,460"
ORA,208,"1,195","1,645","1,288","4,128"
ORA,209,713,"1,076",665,"2,454"
ORA,210,388,"1,133",673,"2,194"
ORA,211,276,"1,307",528,"2,111"
ORA,212,276,"1,270",584,"2,130"
ORA,213,391,"2,807","1,068","4,266"
ORA,214,659,"2,813","1,284","4,756"
ORA,215,377,"2,886",989,"4,252"
ORA,216,287,"1,614",568,"2,469"
ORA,217,418,"2,666",989,"4,073"
ORA,218,"1,016","1,455","1,011","3,482"
ORA,219,942,"1,700","1,067","3,709"
ORA,220,"1,521","1,435","1,159","4,115"
ORA,221,"1,021","1,155","1,063","3,239"
ORA,222,"1,170","2,169","1,396","4,735"
ORA,223,"1,007","2,271","1,309","4,587"
ORA,224,622,631,618,"1,871"
ORA,225,396,"2,303",807,"3,506"
ORA,226,308,"1,240",576,"2,124"
ORA,227,988,"1,794","1,196","3,978"
ORA,228,906,"1,083",909,"2,898"
ORA,229,"1,300","1,312","1,257","3,869"
ORA,230,378,416,398,"1,192"
ORA,231,565,999,707,"2,271"
ORA,232,"1,895","1,539","1,237","4,671"
ORA,233,900,"1,440","1,099","3,439"
ORA,234,"1,814","1,120",943,"3,877"
ORA,235,"1,718",931,862,"3,511"
ORA,236,819,597,635,"2,051"
ORA,237,"1,389","1,008",805,"3,202"
ORA,238,"1,967","1,330","1,074","4,371"
ORA,239,"1,714","1,223",940,"3,877"
ORA,240,"1,201","2,234","1,338","4,773"
ORA,301,633,"1,026",576,"2,235"
ORA,302,"1,042","1,086",750,"2,878"
ORA,303,"1,011","1,435",865,"3,311"
ORA,304,"1,166","1,469",937,"3,572"
ORA,305,891,"1,542","1,237","3,670"
ORA,306,755,"1,874","1,537","4,166"
ORA,307,873,"2,607","2,093","5,573"
ORA,308,482,"1,021",793,"2,296"
ORA,309,644,"1,260","1,026","2,930"
ORA,310,187,450,406,"1,043"
ORA,311,"1,081",982,759,"2,822"
ORA,312,"1,195","1,385","1,337","3,917"
ORA,313,590,"1,094",864,"2,548"
ORA,314,936,"2,384","1,719","5,039"
ORA,315,567,"1,513","1,061","3,141"
ORA,316,790,"2,552","1,992","5,334"
ORA,317,770,"1,891","1,610","4,271"
ORA,318,600,"1,789","1,487","3,876"
ORA,319,626,"1,124",944,"2,694"
ORA,320,672,"1,200",902,"2,774"
ORA,321,780,"2,296","1,895","4,971"
ORA,322,742,"2,452","1,879","5,073"
ORA,323,922,"1,074",928,"2,924"
ORA,324,954,"1,331",958,"3,243"
ORA,325,"1,072","1,753","1,309","4,134"
ORA,326,"1,579","1,385","1,097","4,061"
ORA,327,950,"1,003",678,"2,631"
ORA,328,640,942,643,"2,225"
ORA,329,512,"1,377","1,039","2,928"
ORA,330,"1,093",672,579,"2,344"
ORA,331,741,"1,552","1,351","3,644"
ORA,332,368,"1,208",860,"2,436"
ORA,333,"1,152",727,754,"2,633"
ORA,334,"1,630",873,731,"3,234"
ORA,335,"1,229",623,474,"2,326"
ORA,336,"1,096","1,726","1,386","4,208"
ORA,337,"1,499","1,100",824,"3,423"
ORA,338,980,"1,057",912,"2,949"
ORA,339,427,960,820,"2,207"
ORA,340,455,"1,454","1,132","3,041"
ORA,341,696,"1,562","1,321","3,579"
ORA,342,207,216,104,527
ORA,401,993,"1,633","1,464","4,090"
ORA,402,907,"2,479","1,857","5,243"
ORA,403,"1,018","1,643","1,377","4,038"
ORA,404,725,"1,312","1,159","3,196"
ORA,405,79,26,49,154
ORA,406,744,"1,198","1,187","3,129"
ORA,407,747,808,716,"2,271"
ORA,408,"1,349","1,020","1,034","3,403"
ORA,409,"1,378","1,557","1,397","4,332"
ORA,410,953,"1,554","1,480","3,987"
ORA,411,"1,137","1,149","1,136","3,422"
ORA,412,768,"1,002",939,"2,709"
ORA,413,"1,137","1,306","1,198","3,641"
ORA,414,"1,350","1,469","1,329","4,148"
ORA,415,626,610,598,"1,834"
ORA,416,11,6,10,27
ORA,417,730,"1,612","1,334","3,676"
ORA,418,667,"1,097",811,"2,575"
ORA,419,695,"1,463","1,346","3,504"
ORA,420,729,"2,074","1,809","4,612"
ORA,421,509,"1,377","1,119","3,005"
ORA,422,737,"1,819","1,429","3,985"
ORA,423,613,"1,693","1,141","3,447"
ORA,424,643,"1,756","1,257","3,656"
ORA,425,747,"1,996","1,484","4,227"
ORA,426,"1,014","3,017","2,328","6,359"
ORA,427,783,"2,624","2,137","5,544"
ORA,428,402,"1,754","1,293","3,449"
ORA,429,591,"2,166","1,641","4,398"
ORA,430,"2,076","2,158","2,518","6,752"
ORA,431,"1,612","1,461","1,810","4,883"
ORA,432,"1,104","1,197","1,276","3,577"
ORA,433,"1,472","1,342","1,395","4,209"
ORA,434,15,2,9,26
ORA,435,687,"1,857","1,512","4,056"
ORA,436,586,"1,190","1,052","2,828"
ORA,437,930,"1,468","1,312","3,710"
ORA,438,977,"2,011","1,770","4,758"
ORA,439,676,"1,249","1,163","3,088"
ORA,440,"1,468","2,019","2,020","5,507"
ORA,441,425,"1,089",814,"2,328"
ORA,501,"1,188","1,605","1,115","3,908"
ORA,502,"1,024","2,109","1,314","4,447"
ORA,503,569,"1,072",629,"2,270"
ORA,504,758,685,422,"1,865"
ORA,505,635,828,585,"2,048"
ORA,506,408,"1,299",937,"2,644"
ORA,507,980,710,481,"2,171"
ORA,508,"1,182","1,298",835,"3,315"
ORA,509,972,826,599,"2,397"
ORA,510,879,"1,046",712,"2,637"
ORA,511,908,942,626,"2,476"
ORA,512,586,"1,462",720,"2,768"
ORA,513,823,612,393,"1,828"
ORA,514,"1,217","1,132",813,"3,162"
ORA,515,"1,995","1,160",895,"4,050"
ORA,516,737,460,358,"1,555"
ORA,517,"1,813","1,014",732,"3,559"
ORA,518,728,400,320,"1,448"
ORA,519,864,771,583,"2,218"
ORA,520,878,956,707,"2,541"
ORA,521,"1,083",970,666,"2,719"
ORA,522,"1,404",776,578,"2,758"
ORA,523,595,450,294,"1,339"
ORA,524,932,"1,592","1,034","3,558"
ORA,525,"2,398","1,999","1,906","6,303"
ORA,526,647,"1,437","1,092","3,176"
ORA,527,903,835,653,"2,391"
ORA,528,621,"1,415","1,162","3,198"
ORA,529,547,733,624,"1,904"
ORA,530,687,"1,203",872,"2,762"
ORA,531,"1,125",802,724,"2,651"
ORA,532,748,"1,409","1,166","3,323"
ORA,533,982,"1,410","1,231","3,623"
ORA,534,575,"1,064",776,"2,415"
ORA,535,"1,173","1,843","1,437","4,453"
ORA,536,"1,046","1,321",959,"3,326"
ORA,537,460,"1,262",945,"2,667"
ORA,538,456,946,652,"2,054"
ORA,539,895,"2,257","1,825","4,977"
ORA,540,"1,136","1,281","1,101","3,518"
ORA,541,784,"1,003",895,"2,682"
ORA,542,"1,343","1,669","1,437","4,449"
ORA,543,"1,058",976,"1,146","3,180"
ORA,544,"2,095","1,746","1,755","5,596"
ORA,545,759,376,440,"1,575"
ORA,546,643,"1,095",801,"2,539"
ORA,547,139,359,250,748
ORA,548,756,884,739,"2,379"
ORA,549,764,"1,401","1,123","3,288"
ORA,601,185,"1,424",515,"2,124"
ORA,602,137,"1,986",520,"2,643"
ORA,603,97,"1,612",426,"2,135"
ORA,604,248,"2,302",754,"3,304"
ORA,605,223,"1,783",688,"2,694"
ORA,606,240,"1,676",640,"2,556"
ORA,607,251,"1,789",633,"2,673"
ORA,608,272,"1,693",587,"2,552"
ORA,609,306,"2,974","1,028","4,308"
ORA,610,401,"1,635",809,"2,845"
ORA,611,374,"1,439",788,"2,601"
ORA,612,318,"1,834","1,111","3,263"
ORA,613,408,"1,722","1,021","3,151"
ORA,614,863,"2,412","1,741","5,016"
ORA,615,472,"1,548","1,082","3,102"
ORA,616,258,"1,486",657,"2,401"
ORA,617,189,"1,847",752,"2,788"
ORA,618,244,916,677,"1,837"
ORA,619,436,"1,636",725,"2,797"
ORA,620,247,919,589,"1,755"
ORA,621,418,"1,930","1,187","3,535"
ORA,622,304,"1,682","1,131","3,117"
ORA,623,335,"2,499","1,160","3,994"
ORA,624,92,"2,314",480,"2,886"
ORA,625,144,"2,272",683,"3,099"
ORA,626,80,"2,324",429,"2,833"
ORA,627,93,"1,812",378,"2,283"
ORA,628,166,760,267,"1,193"
ORA,629,156,"1,878",576,"2,610"
ORA,630,740,"1,878","1,244","3,862"
ORA,631,0,6,3,9
ORA,632,495,"2,245","1,370","4,110"
ORA,633,351,"2,262","1,416","4,029"
ORA,634,234,"1,830",982,"3,046"
OSC,100,261,233,281,775
OSC,101,929,"1,618","1,587","4,134"
OSC,102,149,162,175,486
OSC,103,53,65,58,176
OSC,104,832,"1,911","1,714","4,457"
OSC,105,823,"1,497","1,305","3,625"
OSC,106,414,356,203,973
OSC,107,633,"1,770","1,644","4,047"
OSC,108,27,58,64,149
OSC,109,27,155,106,288
OSC,110,356,"1,684","1,344","3,384"
OSC,111,258,803,628,"1,689"
OSC,112,750,"2,456","1,843","5,049"
OSC,113,848,"1,923","1,495","4,266"
OSC,130,68,82,118,268
OSC,131,78,129,150,357
OSC,132,117,373,268,758
OSC,133,1,1,4,6
OSC,136,25,15,13,53
OSC,137,14,10,9,33
OSC,150,87,208,232,527
OSC,151,"2,750","1,941","2,284","6,975"
OSC,152,0,2,0,2
OSC,154,377,426,437,"1,240"
OSC,155,196,89,157,442
OSC,156,54,17,21,92
OSC,157,263,270,291,824
OSC,158,83,175,189,447
OSC,159,30,66,93,189
OSC,160,83,222,223,528
OSC,200,"1,406","5,673","3,608","10,687"
OSC,201,911,"1,948","1,444","4,303"
OSC,202,66,23,24,113
OSC,203,243,805,518,"1,566"
OSC,204,"1,080","4,454","2,896","8,430"
OSC,210,703,"3,131","2,019","5,853"
OSC,211,"1,292","2,637","1,923","5,852"
OSC,212,51,199,140,390
OSC,250,143,471,351,965
OSC,251,667,"1,538","1,064","3,269"
OSC,300,623,"1,640","1,283","3,546"
OSC,301,988,"1,949","1,607","4,544"
OSC,303,519,"2,123","1,615","4,257"
OSC,304,840,"4,041","2,906","7,787"
OSC,305,598,"3,244","2,045","5,887"
OSC,306,305,"1,929","1,169","3,403"
OSC,307,515,"1,760","1,526","3,801"
OSC,308,153,244,252,649
OSC,309,476,"1,075",816,"2,367"
OSC,331,270,766,559,"1,595"
OSC,350,158,253,217,628
OSC,351,189,878,534,"1,601"
OSC,352,104,428,294,826
OSC,360,290,818,614,"1,722"
OSC,390,44,27,29,100
OSC,391,305,"1,201",884,"2,390"
OSC,400,448,169,202,819
OSC,401,"1,314",827,727,"2,868"
OSC,402,301,295,296,892
OSC,403,856,"2,172","1,943","4,971"
OSC,404,3,1,6,10
OSC,405,153,430,295,878
OSC,406,510,"1,383","1,047","2,940"
OSC,410,849,"2,037","1,481","4,367"
OSC,411,598,"2,816","2,137","5,551"
OSC,412,239,"1,088",656,"1,983"
OSC,420,"3,046","3,830","3,280","10,156"
OSC,450,86,301,276,663
OSC,470,208,551,487,"1,246"
OSC,471,327,429,336,"1,092"
OSC,500,357,171,127,655
OSC,501,522,309,348,"1,179"
OSC,502,"1,973","1,039","1,162","4,174"
OSC,503,"1,155","2,101","1,891","5,147"
OSC,504,"2,081","1,653","1,816","5,550"
OSC,505,822,447,482,"1,751"
OSC,506,"1,886",930,"1,036","3,852"
OSC,507,27,16,21,64
OSC,508,"1,155",849,843,"2,847"
OSC,520,"2,255","2,095","2,034","6,384"
OSC,521,"2,147","2,372","2,119","6,638"
OSC,522,"1,402","2,244","1,970","5,616"
OSC,523,436,440,437,"1,313"
OSC,550,670,468,534,"1,672"
OSC,552,4,0,0,4
OSC,553,80,61,45,186
OSC,570,74,172,195,441
OSC,571,13,32,30,75
PAL,1004,3,4,3,10
PAL,1018,788,449,468,"1,705"
PAL,1019,351,181,261,793
PAL,1022,"1,146",746,763,"2,655"
PAL,1024,5,2,0,7
PAL,1026,602,344,332,"1,278"
PAL,1028,901,561,560,"2,022"
PAL,1030,35,16,17,68
PAL,1032,493,317,366,"1,176"
PAL,1034,511,146,262,919
PAL,1038,"1,242",777,771,"2,790"
PAL,1040,446,199,329,974
PAL,1044,88,395,172,655
PAL,1046,118,252,180,550
PAL,1048,484,373,326,"1,183"
PAL,1050,673,426,399,"1,498"
PAL,1052,"1,052",998,998,"3,048"
PAL,1054,"1,136",667,653,"2,456"
PAL,1056,572,513,544,"1,629"
PAL,1058,817,785,756,"2,358"
PAL,1060,86,77,93,256
PAL,1062,"1,150",603,563,"2,316"
PAL,1064,117,77,62,256
PAL,1068,708,608,592,"1,908"
PAL,1070,66,73,90,229
PAL,1072,"1,044",703,703,"2,450"
PAL,1074,"1,131",731,857,"2,719"
PAL,1075,358,238,237,833
PAL,1076,690,593,604,"1,887"
PAL,1078,896,353,395,"1,644"
PAL,1080,138,94,77,309
PAL,1082,131,80,85,296
PAL,1084,43,12,9,64
PAL,1088,42,11,20,73
PAL,1094,842,605,568,"2,015"
PAL,1096,69,46,42,157
PAL,1098,433,280,295,"1,008"
PAL,1100,459,417,380,"1,256"
PAL,1102,855,689,723,"2,267"
PAL,1104,559,429,461,"1,449"
PAL,1106,473,316,391,"1,180"
PAL,1108,723,539,654,"1,916"
PAL,1110,108,117,118,343
PAL,1112,56,22,41,119
PAL,1114,328,95,127,550
PAL,1118,265,190,206,661
PAL,1120,242,56,114,412
PAL,1122,82,33,35,150
PAL,1124,2,0,0,2
PAL,1126,894,419,521,"1,834"
PAL,1128,202,66,87,355
PAL,1130,3,1,2,6
PAL,1132,3,0,3,6
PAL,1136,971,550,632,"2,153"
PAL,1138,796,209,357,"1,362"
PAL,1140,595,238,280,"1,113"
PAL,1142,577,286,372,"1,235"
PAL,1144,778,492,531,"1,801"
PAL,1146,36,16,8,60
PAL,1148,566,389,444,"1,399"
PAL,1152,72,39,56,167
