County Code,Precinct Number,Republican Party of Florida,Florida Democratic Party,Other,Total
BRO,T022,246,285,234,765
BRO,T023,441,922,665,"2,028"
BRO,T024,465,514,399,"1,378"
BRO,T025,531,938,792,"2,261"
BRO,T026,764,924,721,"2,409"
BRO,T027,374,332,285,991
BRO,T028,"1,027","1,934","1,253","4,214"
BRO,T029,614,981,727,"2,322"
BRO,T030,223,245,142,610
BRO,U001,342,507,397,"1,246"
BRO,U002,498,605,396,"1,499"
BRO,U003,946,"1,182",792,"2,920"
BRO,U004,"1,292","1,597","1,276","4,165"
BRO,U005,502,750,450,"1,702"
BRO,U006,908,"1,925",957,"3,790"
BRO,U007,660,833,577,"2,070"
BRO,U008,273,306,216,795
BRO,U009,246,439,314,999
BRO,U010,537,860,581,"1,978"
BRO,U011,683,"1,201","1,083","2,967"
BRO,V001,384,408,414,"1,206"
BRO,V002,"1,285","1,469","1,383","4,137"
BRO,V003,364,877,572,"1,813"
BRO,V004,264,776,494,"1,534"
BRO,V005,333,514,372,"1,219"
BRO,V006,287,614,406,"1,307"
BRO,V007,592,973,668,"2,233"
BRO,V008,35,780,146,961
BRO,V009,251,983,680,"1,914"
BRO,V010,93,275,168,536
BRO,V011,111,"1,393",397,"1,901"
BRO,V012,462,"1,634",989,"3,085"
BRO,V013,175,700,422,"1,297"
BRO,V014,344,741,457,"1,542"
BRO,V015,318,794,396,"1,508"
BRO,V016,390,917,594,"1,901"
BRO,V017,106,403,243,752
BRO,V018,448,"2,317","1,074","3,839"
BRO,V019,124,967,376,"1,467"
BRO,V020,176,542,362,"1,080"
BRO,V021,474,847,475,"1,796"
BRO,V022,428,728,497,"1,653"
BRO,V023,181,422,213,816
BRO,V024,407,"1,034",612,"2,053"
BRO,V025,443,605,350,"1,398"
BRO,V026,263,663,442,"1,368"
BRO,V027,209,380,249,838
BRO,V028,289,525,281,"1,095"
BRO,V029,179,274,118,571
BRO,V030,445,738,400,"1,583"
BRO,V031,359,624,354,"1,337"
BRO,V032,362,983,526,"1,871"
BRO,V033,348,724,399,"1,471"
BRO,V034,410,"1,218",685,"2,313"
BRO,V035,113,300,160,573
BRO,V036,97,421,192,710
BRO,V037,154,556,307,"1,017"
BRO,V038,206,896,500,"1,602"
BRO,V039,254,678,499,"1,431"
BRO,V040,359,812,561,"1,732"
BRO,V041,163,639,387,"1,189"
BRO,V042,360,"1,348",753,"2,461"
BRO,V043,261,717,442,"1,420"
BRO,V044,330,"1,029",662,"2,021"
BRO,V045,281,723,519,"1,523"
BRO,V046,153,362,231,746
BRO,V047,312,584,347,"1,243"
BRO,V048,231,568,412,"1,211"
BRO,V049,249,659,465,"1,373"
BRO,V050,356,920,554,"1,830"
BRO,V051,338,775,401,"1,514"
BRO,V052,367,978,594,"1,939"
BRO,V053,522,"1,024",584,"2,130"
BRO,V054,220,568,326,"1,114"
BRO,V055,621,726,667,"2,014"
BRO,V056,161,507,328,996
BRO,V057,794,"1,352","1,064","3,210"
BRO,V058,214,332,229,775
BRO,W001,247,"2,774",848,"3,869"
BRO,W002,206,"1,540",554,"2,300"
BRO,W003,125,912,311,"1,348"
BRO,W004,129,"1,252",311,"1,692"
BRO,W005,113,"1,214",330,"1,657"
BRO,W006,162,865,363,"1,390"
BRO,W007,164,"1,459",517,"2,140"
BRO,W008,207,"2,367",793,"3,367"
BRO,W009,619,"1,146",682,"2,447"
BRO,W010,130,836,336,"1,302"
BRO,W011,207,"1,637",545,"2,389"
BRO,W012,188,"2,069",705,"2,962"
BRO,W013,374,"3,019","1,032","4,425"
BRO,W014,"1,005","2,122","1,467","4,594"
BRO,W015,413,508,453,"1,374"
BRO,W016,"1,706","2,998","2,343","7,047"
BRO,W017,742,"1,971","1,453","4,166"
BRO,W018,588,"1,418",927,"2,933"
BRO,W019,662,"2,085","1,343","4,090"
BRO,W020,694,"2,142","1,502","4,338"
BRO,W021,"1,010","2,058","1,359","4,427"
BRO,W022,539,"1,741","1,076","3,356"
BRO,W023,849,"4,211","2,169","7,229"
BRO,W024,291,"2,064",815,"3,170"
BRO,W025,222,"2,753",867,"3,842"
BRO,X001,329,"1,027",592,"1,948"
BRO,X002,236,800,453,"1,489"
BRO,X003,267,"1,017",580,"1,864"
BRO,X004,330,662,434,"1,426"
BRO,X005,521,760,428,"1,709"
BRO,X006,507,"1,266",712,"2,485"
BRO,X007,643,"1,065",765,"2,473"
BRO,X008,313,705,349,"1,367"
BRO,X009,469,"1,860",708,"3,037"
BRO,X010,870,"1,308",769,"2,947"
BRO,X011,227,308,312,847
BRO,X012,260,869,360,"1,489"
BRO,X013,601,"1,330",806,"2,737"
BRO,X014,396,"1,247",699,"2,342"
BRO,X015,369,420,269,"1,058"
BRO,X016,471,879,573,"1,923"
BRO,X017,592,"1,253",725,"2,570"
BRO,X018,258,576,367,"1,201"
BRO,X019,648,"1,136",496,"2,280"
BRO,X020,898,"1,585",663,"3,146"
BRO,X021,501,"2,354","1,287","4,142"
BRO,X022,288,"1,559",553,"2,400"
BRO,X023,325,"1,392",813,"2,530"
BRO,X024,"1,036","1,620","1,224","3,880"
BRO,X025,218,390,177,785
BRO,X026,360,757,508,"1,625"
BRO,X027,617,"1,154",988,"2,759"
BRO,X028,617,692,589,"1,898"
BRO,X029,"1,181","1,575","1,042","3,798"
BRO,X030,449,582,455,"1,486"
BRO,X031,970,"1,851",921,"3,742"
BRO,X032,478,551,509,"1,538"
BRO,X033,857,"1,287","1,005","3,149"
BRO,X034,494,590,522,"1,606"
BRO,X035,534,"1,169",853,"2,556"
BRO,X036,446,"1,022",763,"2,231"
BRO,X037,252,215,162,629
BRO,X038,"1,131","1,696","1,211","4,038"
BRO,X039,313,572,368,"1,253"
BRO,X040,964,"1,404","1,224","3,592"
BRO,X041,597,"1,033",743,"2,373"
BRO,X042,764,975,846,"2,585"
BRO,X043,821,"1,432","1,035","3,288"
BRO,X044,649,"1,107",777,"2,533"
BRO,X045,326,948,607,"1,881"
BRO,X046,285,831,599,"1,715"
BRO,X047,94,465,279,838
BRO,X048,194,600,316,"1,110"
BRO,X049,405,"1,030",705,"2,140"
BRO,X050,267,966,420,"1,653"
BRO,Y001,536,411,454,"1,401"
BRO,Y002,954,994,958,"2,906"
BRO,Y003,452,785,659,"1,896"
BRO,Y004,622,"1,217",958,"2,797"
BRO,Y005,592,908,819,"2,319"
BRO,Y006,875,"2,091","1,558","4,524"
BRO,Y007,494,"1,877","1,053","3,424"
BRO,Y008,139,"2,149",638,"2,926"
BRO,Z001,47,"1,338",243,"1,628"
BRO,Z002,76,"2,355",389,"2,820"
BRO,Z003,447,889,731,"2,067"
BRO,Z004,93,192,178,463
BRO,Z005,92,364,232,688
BRO,Z073,507,643,668,"1,818"
CAL,101,192,318,54,564
CAL,101C,174,378,59,611
CAL,102,254,439,91,784
CAL,201,214,434,80,728
CAL,201C,91,215,52,358
CAL,202,328,628,111,"1,067"
CAL,301,509,702,248,"1,459"
CAL,302,241,365,67,673
CAL,401,35,189,20,244
CAL,401C,64,424,48,536
CAL,402,26,42,3,71
CAL,501,169,318,60,547
CAL,501C,128,173,34,335
CAL,502,60,137,27,224
CAL,503,176,255,63,494
CHA,1,211,131,155,497
CHA,10,391,375,420,"1,186"
CHA,11,918,460,548,"1,926"
CHA,12,"1,140",723,748,"2,611"
CHA,13,896,414,523,"1,833"
CHA,14,985,559,610,"2,154"
CHA,15,"1,022",733,751,"2,506"
CHA,16,371,469,466,"1,306"
CHA,17,689,720,562,"1,971"
CHA,18,860,544,524,"1,928"
CHA,19,416,291,278,985
CHA,2,333,175,167,675
CHA,20,812,520,657,"1,989"
CHA,21,508,409,330,"1,247"
CHA,22,"1,464","1,198","1,087","3,749"
CHA,23,578,223,234,"1,035"
CHA,24,669,618,559,"1,846"
CHA,25,734,638,542,"1,914"
CHA,26,422,338,301,"1,061"
CHA,27,"1,439",865,799,"3,103"
CHA,28,"1,162",435,519,"2,116"
CHA,29,"1,950",740,876,"3,566"
CHA,3,185,274,206,665
CHA,30,500,284,283,"1,067"
CHA,31,"1,443",624,653,"2,720"
CHA,32,313,87,154,554
CHA,33,779,490,555,"1,824"
CHA,34,947,348,386,"1,681"
CHA,35,500,271,293,"1,064"
CHA,36,807,805,719,"2,331"
CHA,38,811,823,711,"2,345"
CHA,39,973,821,757,"2,551"
CHA,4,219,79,88,386
CHA,41,"1,112",351,416,"1,879"
CHA,42,"1,627",752,903,"3,282"
CHA,43,"1,006",813,758,"2,577"
CHA,44,"1,823",997,"1,064","3,884"
CHA,45,"1,156",773,771,"2,700"
CHA,46,"1,470",843,807,"3,120"
CHA,47,"2,847","1,448","1,488","5,783"
CHA,48,989,828,695,"2,512"
CHA,49,544,402,403,"1,349"
CHA,5,911,570,543,"2,024"
CHA,52,"1,339","1,088","1,043","3,470"
CHA,53,851,553,666,"2,070"
CHA,54,561,367,304,"1,232"
CHA,55,"1,573",625,629,"2,827"
CHA,56,734,692,605,"2,031"
CHA,57,342,107,126,575
CHA,58,"1,255",809,849,"2,913"
CHA,6,"1,359",625,680,"2,664"
CHA,60,300,140,134,574
CHA,61,720,336,423,"1,479"
CHA,63,"2,254","1,526","1,369","5,149"
CHA,64,"1,967",625,768,"3,360"
CHA,66,411,375,355,"1,141"
CHA,67,129,86,102,317
CHA,68,737,240,338,"1,315"
CHA,69,286,164,162,612
CHA,7,"1,325",696,737,"2,758"
CHA,75,"1,228",953,744,"2,925"
CHA,76,262,270,254,786
CHA,77,"2,129",925,"1,029","4,083"
CHA,78,247,42,61,350
CHA,8,497,341,287,"1,125"
CHA,80,893,594,673,"2,160"
CHA,9,505,287,335,"1,127"
CIT,100,"1,460",663,645,"2,768"
CIT,101,"1,564",829,874,"3,267"
CIT,102,443,345,202,990
CIT,103,"1,126",675,618,"2,419"
CIT,104,974,598,622,"2,194"
CIT,105,"1,071",653,523,"2,247"
CIT,107,"1,348",754,639,"2,741"
CIT,108,"1,754",749,735,"3,238"
CIT,109,"1,851",718,784,"3,353"
CIT,110,"2,335","1,294","1,371","5,000"
CIT,200,"1,328",817,757,"2,902"
CIT,201,"1,514",920,880,"3,314"
CIT,202,"3,185","1,387","1,325","5,897"
CIT,203,"1,303",869,674,"2,846"
CIT,204,"1,809",807,768,"3,384"
CIT,205,820,645,709,"2,174"
CIT,206,848,761,744,"2,353"
CIT,208,825,426,434,"1,685"
CIT,300,"1,175",680,720,"2,575"
CIT,301,"2,993","1,727","1,681","6,401"
CIT,302,"2,505","1,475","1,364","5,344"
CIT,305,"2,132","1,484","1,515","5,131"
CIT,307,"4,531","2,137","2,046","8,714"
CIT,400,"1,130",540,522,"2,192"
CIT,402,"1,843","1,189","1,058","4,090"
CIT,403,"2,155","1,624","1,180","4,959"
CIT,404,"1,443",738,643,"2,824"
CIT,405,"3,001","1,826","1,410","6,237"
CIT,406,"1,395",746,662,"2,803"
CIT,407,"1,149",713,576,"2,438"
CIT,408,"1,412",819,677,"2,908"
CLA,100,"1,989",437,584,"3,010"
CLA,102,"2,085",630,962,"3,677"
CLA,106,"2,562",645,"1,098","4,305"
CLA,110,"1,546",507,584,"2,637"
CLA,112,"3,091","1,437","1,471","5,999"
CLA,113,"2,985","3,024","2,564","8,573"
CLA,115,"2,020","1,791","1,584","5,395"
CLA,116,"1,760","1,839","1,331","4,930"
CLA,118,"2,256",899,"1,048","4,203"
CLA,122,"2,026","1,106","1,091","4,223"
CLA,124,"1,381",439,400,"2,220"
CLA,128,931,952,816,"2,699"
CLA,202,"1,494",982,993,"3,469"
CLA,204,"1,262",731,814,"2,807"
CLA,206,785,520,353,"1,658"
CLA,208,821,392,330,"1,543"
CLA,210,"1,737",771,760,"3,268"
CLA,216,"2,450",794,837,"4,081"
CLA,218,"1,803",652,786,"3,241"
CLA,302,"2,301","1,066","1,271","4,638"
CLA,304,"2,110",959,"1,040","4,109"
CLA,308,"1,486",706,763,"2,955"
CLA,310,"1,870",482,598,"2,950"
CLA,400,"1,775",435,494,"2,704"
CLA,406,"1,528",420,555,"2,503"
CLA,408,"2,846",661,929,"4,436"
CLA,410,"4,129","1,430","1,740","7,299"
CLA,412,"2,397",473,610,"3,480"
CLA,414,"1,719",529,623,"2,871"
CLA,500,"1,813",842,"1,052","3,707"
CLA,503,932,260,343,"1,535"
CLA,504,"1,833",277,373,"2,483"
CLA,506,"1,088",247,407,"1,742"
CLA,508,"2,389",502,770,"3,661"
CLA,600,"2,986",966,"1,268","5,220"
CLA,601,508,149,173,830
CLA,602,671,226,235,"1,132"
CLA,604,"1,813",397,591,"2,801"
CLA,606,"2,889","1,845","2,073","6,807"
CLA,610,712,139,223,"1,074"
CLA,612,495,156,184,835
CLA,700,260,42,24,326
CLA,702,"1,714",528,507,"2,749"
CLA,704,"1,038",390,320,"1,748"
CLA,706,"2,057",698,726,"3,481"
CLA,708,"1,298",307,439,"2,044"
CLA,710,586,325,150,"1,061"
CLL,101,"1,782","1,067",956,"3,805"
CLL,102,40,31,34,105
CLL,103,862,574,584,"2,020"
CLL,135,"2,061","1,273","1,188","4,522"
CLL,139,"1,136",753,666,"2,555"
CLL,141,"1,495",719,739,"2,953"
CLL,142,875,271,362,"1,508"
CLL,144,"1,985",976,"1,135","4,096"
CLL,155,"3,391","1,387","1,588","6,366"
CLL,156,"1,570","1,551","1,257","4,378"
CLL,159,"1,289",334,432,"2,055"
CLL,189,132,73,71,276
CLL,190,"2,185",609,673,"3,467"
CLL,193,"3,484",918,"1,245","5,647"
CLL,194,"2,427",518,687,"3,632"
CLL,202,"3,055","1,377","1,542","5,974"
CLL,203,"3,635","1,186","1,512","6,333"
CLL,222,"2,436",784,843,"4,063"
CLL,223,"3,397","1,655","1,807","6,859"
CLL,242,585,245,264,"1,094"
CLL,251,"3,308","1,577","1,796","6,681"
CLL,252,"1,566",418,488,"2,472"
CLL,255,"3,536",917,"1,107","5,560"
CLL,257,"1,824",628,700,"3,152"
CLL,258,"2,895","1,270","1,425","5,590"
CLL,303,"3,873","1,116","1,631","6,620"
CLL,310,"2,947","1,191","1,482","5,620"
CLL,313,"2,081","1,085","1,236","4,402"
CLL,315,"1,316",589,566,"2,471"
CLL,317,"1,876",573,675,"3,124"
CLL,322,"1,908",654,918,"3,480"
CLL,323,"1,134","2,114","1,652","4,900"
CLL,324,"1,560","1,624","1,335","4,519"
CLL,332,"2,614","1,525","1,587","5,726"
CLL,414,"1,154",692,710,"2,556"
CLL,416,606,100,114,820
CLL,418,"3,281","1,283","1,493","6,057"
CLL,428,"1,171",524,681,"2,376"
CLL,430,"1,399",897,970,"3,266"
CLL,431,886,470,443,"1,799"
CLL,434,"1,800","1,297","1,229","4,326"
CLL,438,"1,215",550,650,"2,415"
CLL,440,"1,807",813,"1,025","3,645"
CLL,450,53,53,39,145
CLL,462,"2,214",449,653,"3,316"
CLL,464,"2,447",627,799,"3,873"
CLL,472,202,273,155,630
CLL,475,740,158,242,"1,140"
CLL,477,"2,457",582,829,"3,868"
CLL,479,"1,204",410,472,"2,086"
CLL,502,343,125,156,624
CLL,550,848,342,490,"1,680"
CLL,551,"3,144","1,251","1,556","5,951"
CLL,552,"1,873",890,"1,142","3,905"
CLL,554,"1,568",944,"1,277","3,789"
CLL,590,"3,298","1,574","1,722","6,594"
CLL,591,"2,018","1,473","1,623","5,114"
CLL,593,"1,598",514,658,"2,770"
CLL,594,656,"2,984","1,254","4,894"
CLM,10,174,"1,170",179,"1,523"
CLM,12,57,468,73,598
CLM,13,48,24,8,80
CLM,14,133,180,75,388
CLM,15,274,271,78,623
CLM,16,768,917,402,"2,087"
CLM,17,463,779,294,"1,536"
CLM,21,819,518,317,"1,654"
CLM,22,"1,077",603,376,"2,056"
CLM,23,"2,672","1,599","1,242","5,513"
CLM,31,"1,784",866,520,"3,170"
CLM,32,197,180,92,469
CLM,33,"2,403","1,401",811,"4,615"
CLM,34,395,420,222,"1,037"
CLM,41,"1,198",953,488,"2,639"
CLM,42,186,91,35,312
CLM,43,"1,112",665,331,"2,108"
CLM,44,953,566,414,"1,933"
CLM,51,"1,320",836,446,"2,602"
CLM,52,"1,503",721,451,"2,675"
CLM,53,619,673,405,"1,697"
CLM,54,493,389,178,"1,060"
DAD,1,198,182,256,636
DAD,2,404,510,569,"1,483"
DAD,3,670,808,893,"2,371"
DAD,4,517,810,947,"2,274"
DAD,5,729,881,"1,090","2,700"
DAD,6,653,495,707,"1,855"
DAD,7,404,853,648,"1,905"
DAD,8,213,496,434,"1,143"
DAD,9,882,"1,284","1,250","3,416"
DAD,10,23,3,25,51
DAD,11,414,855,686,"1,955"
DAD,13,448,"1,071",941,"2,460"
DAD,14,567,"1,283","1,064","2,914"
DAD,15,193,392,333,918
DAD,16,284,662,614,"1,560"
DAD,17,437,"1,133",944,"2,514"
DAD,18,382,"1,207",971,"2,560"
DAD,19,181,384,314,879
DAD,20,464,682,687,"1,833"
DAD,23,964,"1,004","1,111","3,079"
DAD,24,429,720,482,"1,631"
DAD,25,511,467,562,"1,540"
DAD,28,424,643,505,"1,572"
DAD,29,430,604,521,"1,555"
DAD,30,607,"1,457",992,"3,056"
DAD,31,268,551,437,"1,256"
DAD,32,722,868,925,"2,515"
DAD,33,296,847,650,"1,793"
DAD,36,461,"1,396","1,171","3,028"
DAD,37,158,444,491,"1,093"
DAD,38,141,155,150,446
DAD,40,352,783,700,"1,835"
DAD,41,582,"1,701","1,302","3,585"
DAD,42,330,892,742,"1,964"
DAD,43,175,463,349,987
DAD,47,134,91,145,370
DAD,48,839,"1,004","1,079","2,922"
DAD,51,"2,362","1,902","2,893","7,157"
DAD,52,3,12,4,19
DAD,67,493,482,631,"1,606"
DAD,68,0,0,1,1
DAD,69,61,340,204,605
DAD,99,480,513,530,"1,523"
DAD,100,"1,395","3,742","2,342","7,479"
DAD,101,527,"1,092",805,"2,424"
DAD,102,898,"1,276","1,440","3,614"
DAD,103,616,"1,329","1,143","3,088"
DAD,104,28,106,81,215
DAD,105,312,686,576,"1,574"
DAD,106,256,606,562,"1,424"
DAD,107,148,478,323,949
DAD,108,376,"1,203",865,"2,444"
DAD,109,487,878,987,"2,352"
DAD,110,274,787,572,"1,633"
DAD,111,577,"1,476","1,252","3,305"
DAD,112,87,271,190,548
DAD,113,251,561,333,"1,145"
DAD,114,536,748,733,"2,017"
DAD,115,483,"1,737","1,127","3,347"
DAD,116,244,411,321,976
DAD,117,183,"1,766",655,"2,604"
DAD,118,176,656,345,"1,177"
DAD,119,468,"1,108",597,"2,173"
DAD,120,200,336,198,734
DAD,121,146,681,392,"1,219"
DAD,122,2,5,1,8
DAD,123,420,"2,217","1,163","3,800"
DAD,124,813,"1,277","1,199","3,289"
DAD,125,76,295,194,565
DAD,126,132,"1,327",470,"1,929"
DAD,127,217,"2,476",779,"3,472"
DAD,128,174,"1,617",593,"2,384"
DAD,129,168,"1,892",704,"2,764"
DAD,130,280,"2,624",851,"3,755"
DAD,131,287,"1,791",672,"2,750"
DAD,133,141,"1,136",399,"1,676"
DAD,134,127,"1,609",425,"2,161"
DAD,135,179,"1,987",511,"2,677"
DAD,136,189,"2,086",682,"2,957"
DAD,137,29,244,104,377
DAD,138,117,"1,270",447,"1,834"
DAD,139,74,931,262,"1,267"
DAD,140,165,"2,084",685,"2,934"
DAD,141,117,"1,477",454,"2,048"
DAD,142,276,"2,327",861,"3,464"
DAD,143,274,"2,151",980,"3,405"
DAD,144,12,199,54,265
DAD,145,22,473,147,642
DAD,146,674,"1,303","1,002","2,979"
DAD,148,521,"1,172",901,"2,594"
DAD,149,460,"1,056",641,"2,157"
DAD,150,51,459,206,716
DAD,151,77,259,147,483
DAD,152,166,"1,134",482,"1,782"
DAD,153,1,77,27,105
DAD,154,182,934,487,"1,603"
DAD,155,200,848,453,"1,501"
DAD,156,343,838,463,"1,644"
DAD,157,381,628,467,"1,476"
DAD,158,76,174,99,349
DAD,159,133,"1,072",392,"1,597"
DAD,160,103,781,244,"1,128"
DAD,161,124,"1,179",413,"1,716"
DAD,162,95,"1,247",342,"1,684"
DAD,163,74,945,274,"1,293"
DAD,164,129,"1,204",470,"1,803"
DAD,165,26,196,118,340
DAD,166,36,281,92,409
DAD,167,100,218,189,507
DAD,168,484,"1,432","1,098","3,014"
DAD,169,54,299,187,540
DAD,170,4,19,7,30
DAD,171,25,61,38,124
DAD,172,3,147,35,185
DAD,173,5,213,29,247
DAD,174,4,125,36,165
DAD,175,40,169,77,286
DAD,176,64,304,139,507
DAD,177,264,802,530,"1,596"
DAD,178,74,824,223,"1,121"
DAD,179,134,253,213,600
DAD,181,72,109,77,258
DAD,182,112,651,247,"1,010"
DAD,184,617,"1,051","1,012","2,680"
DAD,187,24,196,42,262
DAD,191,326,362,328,"1,016"
DAD,196,106,"2,237",504,"2,847"
DAD,198,359,567,622,"1,548"
DAD,199,98,624,356,"1,078"
DAD,200,695,841,948,"2,484"
DAD,201,517,982,870,"2,369"
DAD,202,389,"1,260",541,"2,190"
DAD,203,74,"2,413",421,"2,908"
DAD,205,55,"1,587",398,"2,040"
DAD,206,90,"1,844",431,"2,365"
DAD,207,258,"2,031",903,"3,192"
DAD,208,328,"1,519",942,"2,789"
DAD,209,270,"2,398",975,"3,643"
DAD,210,173,"1,243",456,"1,872"
DAD,212,127,"1,808",506,"2,441"
DAD,213,104,"2,221",590,"2,915"
DAD,214,122,"2,250",581,"2,953"
DAD,215,136,"2,109",506,"2,751"
DAD,216,85,"2,346",565,"2,996"
DAD,217,72,"1,779",372,"2,223"
DAD,218,40,"1,269",215,"1,524"
DAD,219,52,976,189,"1,217"
DAD,221,87,"1,963",397,"2,447"
DAD,222,76,"2,106",382,"2,564"
DAD,223,106,"1,759",429,"2,294"
DAD,224,150,"1,577",448,"2,175"
DAD,225,142,"2,127",559,"2,828"
DAD,226,87,"1,601",342,"2,030"
DAD,227,163,"1,829",549,"2,541"
DAD,228,123,"2,095",516,"2,734"
DAD,229,305,"1,539",696,"2,540"
DAD,230,602,"1,240",794,"2,636"
DAD,231,619,924,704,"2,247"
DAD,232,453,"1,191",651,"2,295"
DAD,233,309,"1,588",733,"2,630"
DAD,234,56,646,190,892
DAD,235,115,447,255,817
DAD,236,132,"1,376",364,"1,872"
DAD,237,78,"1,063",289,"1,430"
DAD,238,64,961,230,"1,255"
DAD,239,145,"2,238",595,"2,978"
DAD,240,140,"2,125",513,"2,778"
DAD,241,257,"1,894",572,"2,723"
DAD,242,213,"2,188",581,"2,982"
DAD,243,42,821,172,"1,035"
DAD,244,167,"1,934",501,"2,602"
DAD,245,109,"1,323",354,"1,786"
DAD,246,700,"1,210",908,"2,818"
DAD,247,235,775,407,"1,417"
DAD,248,390,"1,767",730,"2,887"
DAD,249,161,"1,669",385,"2,215"
DAD,250,102,"2,074",389,"2,565"
DAD,251,99,"2,181",410,"2,690"
DAD,253,69,"1,106",183,"1,358"
DAD,254,105,"1,763",361,"2,229"
DAD,256,178,"1,585",475,"2,238"
DAD,257,50,"1,717",324,"2,091"
DAD,258,34,896,202,"1,132"
DAD,259,113,"1,188",309,"1,610"
DAD,260,38,666,156,860
DAD,261,95,"1,895",331,"2,321"
DAD,262,115,"1,368",305,"1,788"
DAD,264,87,"1,055",278,"1,420"
DAD,265,9,62,18,89
DAD,266,13,69,15,97
DAD,267,176,926,345,"1,447"
DAD,269,58,"1,276",266,"1,600"
DAD,270,104,"1,939",462,"2,505"
DAD,272,548,934,782,"2,264"
DAD,274,196,953,346,"1,495"
DAD,275,16,283,68,367
DAD,276,107,"1,166",354,"1,627"
DAD,278,40,86,76,202
DAD,280,31,930,240,"1,201"
DAD,281,80,141,134,355
DAD,282,154,"1,996",481,"2,631"
DAD,284,369,573,473,"1,415"
DAD,285,69,75,69,213
DAD,288,3,5,3,11
DAD,289,22,13,23,58
DAD,291,405,"1,544",545,"2,494"
DAD,295,115,"2,611",470,"3,196"
DAD,296,332,"1,753",671,"2,756"
DAD,297,"1,035",872,965,"2,872"
DAD,298,804,714,732,"2,250"
DAD,299,560,522,675,"1,757"
DAD,300,960,"1,525","1,532","4,017"
DAD,301,749,401,488,"1,638"
DAD,302,789,466,638,"1,893"
DAD,303,"1,049","1,227","1,074","3,350"
DAD,304,634,"1,355","1,404","3,393"
DAD,305,"1,131",881,984,"2,996"
DAD,306,782,686,701,"2,169"
DAD,307,"1,062",552,596,"2,210"
DAD,308,634,346,379,"1,359"
DAD,309,"1,033",844,965,"2,842"
DAD,310,"1,015",609,771,"2,395"
DAD,311,"1,228","1,001","1,199","3,428"
DAD,312,772,674,794,"2,240"
DAD,314,92,50,75,217
DAD,315,923,496,676,"2,095"
DAD,316,807,411,551,"1,769"
DAD,317,751,333,456,"1,540"
DAD,318,"1,437",784,986,"3,207"
DAD,319,672,327,432,"1,431"
DAD,320,"1,230",866,"1,077","3,173"
DAD,321,"1,273","1,091","1,266","3,630"
DAD,322,654,857,969,"2,480"
DAD,323,734,551,641,"1,926"
DAD,324,673,478,625,"1,776"
DAD,325,617,293,356,"1,266"
DAD,326,589,238,328,"1,155"
DAD,327,782,922,"1,100","2,804"
DAD,328,"1,369",735,947,"3,051"
DAD,329,1,21,5,27
DAD,330,"1,172",682,917,"2,771"
DAD,331,"1,433",818,"1,002","3,253"
DAD,332,745,572,741,"2,058"
DAD,333,722,553,623,"1,898"
DAD,334,48,49,33,130
DAD,335,539,559,524,"1,622"
DAD,336,335,229,269,833
DAD,337,"1,287",823,"1,002","3,112"
DAD,338,613,386,473,"1,472"
DAD,339,"1,398",964,"1,077","3,439"
DAD,340,"1,389","1,346","1,468","4,203"
DAD,341,8,7,11,26
DAD,342,778,543,617,"1,938"
DAD,343,904,845,965,"2,714"
DAD,344,801,677,603,"2,081"
DAD,345,2,1,1,4
DAD,346,763,560,579,"1,902"
DAD,347,481,497,473,"1,451"
DAD,348,251,158,284,693
DAD,349,807,806,839,"2,452"
DAD,350,397,792,500,"1,689"
DAD,351,708,"1,675","1,341","3,724"
DAD,352,"1,724",756,866,"3,346"
DAD,353,925,558,879,"2,362"
DAD,354,608,258,392,"1,258"
DAD,355,810,"1,679","1,404","3,893"
DAD,356,220,613,544,"1,377"
DAD,357,731,459,581,"1,771"
DAD,358,613,479,711,"1,803"
DAD,359,662,689,819,"2,170"
DAD,360,"1,430","1,245","1,617","4,292"
DAD,362,844,606,716,"2,166"
DAD,363,"1,196","1,413","1,773","4,382"
DAD,364,"1,063","1,185","1,222","3,470"
DAD,365,783,"1,361","1,129","3,273"
DAD,366,647,727,"1,492","2,866"
DAD,367,705,839,"1,050","2,594"
DAD,368,"1,457",900,"1,269","3,626"
DAD,369,39,20,21,80
DAD,370,491,832,"1,099","2,422"
DAD,371,"1,058",997,"1,550","3,605"
DAD,372,501,347,394,"1,242"
DAD,373,0,0,2,2
DAD,375,469,241,338,"1,048"
DAD,376,"1,709",783,"1,221","3,713"
DAD,377,"1,324",780,966,"3,070"
DAD,378,447,269,335,"1,051"
DAD,379,"1,102",635,794,"2,531"
DAD,381,729,470,531,"1,730"
DAD,382,696,459,524,"1,679"
DAD,384,955,752,991,"2,698"
DAD,385,"1,677",906,"1,231","3,814"
DAD,386,921,733,820,"2,474"
DAD,387,532,653,791,"1,976"
DAD,388,"1,172","1,106","1,400","3,678"
DAD,389,"1,352",840,"1,049","3,241"
DAD,390,"1,805",616,935,"3,356"
DAD,396,762,603,761,"2,126"
DAD,398,361,290,392,"1,043"
DAD,399,341,228,358,927
DAD,401,411,692,823,"1,926"
DAD,402,"1,464",580,955,"2,999"
DAD,403,415,452,495,"1,362"
DAD,405,824,561,650,"2,035"
DAD,406,745,889,987,"2,621"
DAD,407,750,389,480,"1,619"
DAD,408,453,696,795,"1,944"
DAD,409,730,837,980,"2,547"
DAD,410,932,673,892,"2,497"
DAD,411,539,727,888,"2,154"
DAD,412,"1,208",434,698,"2,340"
